,Title,Published_date,Views,Month
338,Africa's Path to Clean Mobility -- Driven by Motorcycles | Adetayo Bamiduro | TED,1/11/23,26274,Jan
339,The Secret to a Happy Life — Lessons from 8 Decades of Research | Robert Waldinger | TED,1/10/23,942441,Jan
340,The Board Game Getting Kids Excited About School | Joel Baraka | TED,1/10/23,28145,Jan
341,You Don’t Actually Know What Your Future Self Wants @TED #shorts,1/9/23,50742,Jan
342,How Millennials and Gen Z Can Invest in a Better Future | Miguel Goncalves | TED,1/9/23,82704,Jan
343,5 Hiring Tips Every Company (and Job Seeker) Should Know | Nithya Vaduganathan | TED,1/6/23,65459,Jan
344,How to Do Laundry When You're Depressed | KC Davis | TED,1/5/23,82059,Jan
345,Can the Metaverse Bring Us Closer to Wildlife? | Gautam Shah | TED,1/4/23,46300,Jan
346,Whose Land Are You On? What to Know About the Indigenous Land Back Movement | Lindsey Schneider |TED,1/3/23,42919,Jan
347,Are Insect Brains the Secret to Great AI? | Frances S. Chance | TED,1/2/23,67554,Jan
348,What Makes You Special? @TED #shorts #tedxtalk,12/30/22,111162,Dec
349,Are Video Calls the Best We Can Do in the Age of the Metaverse? | Josephine Eyre | TED,12/30/22,41066,Dec
350,How Play Helps a Kid’s Brain Grow | Jesse Ilhardt | TED,12/28/22,67972,Dec
351,How Indigenous Guardians Protect the Planet and Humanity | Valérie Courtois | TED,12/26/22,37196,Dec
352,Helping Others Makes Us Happier – But It Matters How We Do It @TED  #shorts,12/23/22,60336,Dec
353,A Creative Approach to Community Climate Action | Xavier Cortada | TED,12/23/22,33350,Dec
354,How Great Leaders Take On Uncertainty | Anjali Sud and Stephanie Mehta | TED,12/22/22,56215,Dec
355,Why You Should Make Useless Things @TED #shorts,12/21/22,98687,Dec
356,A Disability-Inclusive Future of Work | Ryan Gersava | TED,12/21/22,30219,Dec
357,The Billion-Dollar Pollution Solution Humanity Needs Right Now | Stacy Kauk | TED,12/20/22,35685,Dec
358,The difference between healthy and unhealthy love @TED #shorts #love,12/19/22,60666,Dec
359,How to Tap into Your Awareness | Yongey Mingyur Rinpoche | TED,12/19/22,754085,Dec
360,Using Your Voice Is a Political Choice @TED #shorts,12/16/22,49103,Dec
361,Why People Love Watching Sports | Kate Fagan | TED,12/16/22,49563,Dec
362,3 Steps to Build Peace and Create Meaningful Change | Georgette Bennet | TED,12/15/22,70634,Dec
363,A Colorful Case for Outside-the-Box Thinking on Identity | Olivia Vinckier | TED,12/15/22,40052,Dec
364,The Wheat Field That Could Change the World | Guntur V. Subbarao | TED,12/15/22,23523,Dec
365,Everyone Can Participate in Building the Metaverse @TED #shorts,12/14/22,40086,Dec
366,How To Preserve Your Private Life in the Age of Social Media @TED #shorts #socialmedia,12/12/22,93381,Dec
367,How Can We Escape Soaring Energy Bills? Stop Using Fossil Fuels | Tessa Khan | TED,12/12/22,40862,Dec
368,How To Succeed? Get More Sleep @TED #shorts #sleep,12/9/22,59182,Dec
369,What a Living Whale Is Worth -- and Why the Economy Should Protect Nature | Ralph Chami | TED,12/9/22,53518,Dec
370,Demystifying the Wild World of Crypto | Laura Shin | TED,12/8/22,25589,Dec
371,Why You Feel Anxious Socializing (and What to Do about It) | Fallon Goodman | TED,12/8/22,178202,Dec
372,"Great Leadership Is a Network, Not a Hierarchy | Gitte Frederiksen | TED",12/7/22,118632,Dec
373,Why Joy Is a State of Mind | Angélique Kidjo | TED,12/6/22,39273,Dec
374,How Boredom Can Lead to Your Most Brilliant Ideas @TED #shorts,12/5/22,67144,Dec
375,How Global Virtual Communities Can Help Kids Achieve Their Dreams | Matthew Garcia | TED,12/5/22,33952,Dec
376,"""Kilamu"" / ""Ama Aje"" / ""Jam Now, Simmer Down"" / ""Dracula"" | Blinky Bill | TED",12/2/22,22307,Dec
377,An Olympic Champion’s Mindset for Overcoming Fear @TED #shorts,12/2/22,51628,Dec
378,Meet the Mysterious “Monsters” of the Deep Sea | Alan Jamieson | TED,12/2/22,74123,Dec
379,How to Tackle the Stigma of Living with HIV | Gareth Thomas | TED,12/1/22,29693,Dec
380,How Great Leaders Inspire Action @TED #shorts,11/30/22,64726,Nov
381,AI-Generated Creatures That Stretch the Boundaries of Imagination | Sofia Crespo | TED,11/30/22,42707,Nov
382,The Fight for Freedom in Iran and Ukraine | Christiane Amanpour | TED,11/29/22,31531,Nov
383,"The Rhythm and Rhyme of Memory, Solitude and Community @TED #shorts",11/28/22,35166,Nov
384,The Global Opportunity to Accelerate Africa's Sustainable Future | Vanessa Nakate | TED,11/28/22,24383,Nov
385,The Future of Machines That Move like Animals | Robert Katzschmann | TED,11/25/22,63010,Nov
386,An Indigenous Perspective on Humanity’s Survival on Earth | Jupta Itoewaki | TED,11/24/22,39336,Nov
387,How Vaccines Are Developed – and Why They’re Safe | Body Stuff with Dr. Jen Gunter | TED,11/23/22,86543,Nov
388,A Moral Blueprint for Reimagining Capitalism | Manish Bhardwaj | TED,11/22/22,38369,Nov
389,The Benefits of Not Being a Jerk to Yourself @TED #shorts,11/21/22,72396,Nov
390,The Truth About Faking Orgasms | Karen Gurney | TED,11/21/22,57196,Nov
391,4 Ways To Design a Disability-Friendly Future | Meghan Hussey | TED,11/19/22,49189,Nov
392,Listening To Shame @TED #shorts,11/18/22,73859,Nov
393,How to reimagine your career with Manoush Zomorodi,11/18/22,44797,Nov
394,Zig and zag,11/18/22,18,Nov
395,Your next steps,11/18/22,19,Nov
396,Make a concrete plan,11/18/22,21,Nov
397,Create potential paths,11/18/22,19,Nov
398,Make friends with stress,11/18/22,24,Nov
399,Make a match,11/18/22,28,Nov
400,Rules to work by,11/18/22,29,Nov
401,The board of all thoughts,11/18/22,36,Nov
402,Noticing,11/18/22,36,Nov
403,The truth about creativity,11/18/22,44,Nov
404,Look at the future,11/18/22,42,Nov
405,The vision,11/18/22,47,Nov
406,Fill in the blanks,11/18/22,55,Nov
407,Be in neutral,11/18/22,67,Nov
408,The Danger and Devotion of Fighting for Women in Afghanistan | Tamana Ayazi | TED,11/18/22,21956,Nov
409,What does it mean to be an adult?,11/17/22,71,Nov
410,Making things better,11/17/22,23,Nov
411,What about money,11/17/22,19,Nov
412,Finding work you love,11/17/22,20,Nov
413,What love looks like,11/17/22,20,Nov
414,Talking to strangers,11/17/22,21,Nov
415,More human connection,11/17/22,14,Nov
416,Speak up for yourself,11/17/22,25,Nov
417,Get un-stuck,11/17/22,27,Nov
418,Figure out where you belong,11/17/22,28,Nov
419,Listen to your own voice,11/17/22,28,Nov
420,Measuring your worth,11/17/22,37,Nov
421,The perfect plan,11/17/22,57,Nov
422,How to become your best adult self with Julie Lythcott-Haims,11/17/22,47236,Nov
423,How to Find Your Voice for Climate Action | Fehinti Balogun | TED,11/17/22,27099,Nov
424,5 Things You Should Know About Back Pain | Body Stuff with Dr. Jen Gunter | TED,11/16/22,102867,Nov
425,How to Outthink Your Competition -- with a Lesson from Sports | Rasmus Ankersen | TED,11/15/22,72635,Nov
426,My Life as a Work of Art @TED #shorts,11/14/22,69452,Nov
427,We Need Leaders Who Boldly Champion Inclusion | June Sarpong | TED,11/14/22,33410,Nov
428,A Virus-Resistant Organism -- and What It Could Mean for the Future | Jason W. Chin | TED,11/13/22,41955,Nov
429,2 Questions To Uncover Your Passion – And Turn It Into a Career @TED #shorts,11/11/22,54153,Nov
430,Reese Witherspoon on Impostor Syndrome | Excerpt from ReThinking with Adam Grant,11/11/22,61709,Nov
431,The Marvels and Mysteries Revealed by the James Webb Space Telescope | Heidi Hammel and Nadia Drake,11/10/22,45723,Nov
432,The Truth about Yeast in Your Body | Body Stuff with Dr. Jen Gunter | TED,11/9/22,80425,Nov
433,What You Can Learn from People Who Disagree With You | Shreya Joshi | TED,11/8/22,295224,Nov
434,5 Lessons on Building an Emissions-Free City | Heidi Sørensen | TED,11/8/22,26286,Nov
435,Is there a role for carbon credits in a just transition to net zero? | TED Countdown Dilemma Series,11/7/22,27539,Nov
436,How to Squeeze All the Juice Out of Retirement | Riley Moynes | TED,11/4/22,67559,Nov
437,How to Transform Your Climate Concern into Action | Jane Fonda | TED,11/3/22,29875,Nov
438,Do You Really Need 8 Hours of Sleep Every Night? | Body Stuff with Dr. Jen Gunter | TED,11/2/22,2124008,Nov
439,A Carbon-Free Future Starts With Driving Less | Wayne Ting | TED,11/1/22,70577,Nov
440,The Secret Ingredients of Great Hospitality | Will Guidara | TED,10/31/22,202222,Oct
441,A New Social Contract for Global Climate Justice | Huma Yusuf | TED,10/28/22,52117,Oct
442,Climate Action’s Hidden Opportunities for Women | Zineb Sqalli | TED,10/27/22,39396,Oct
443,A #brain Implant That Turns Your #thoughts Into Text #shorts,10/26/22,77415,Oct
444,What You Should Know About Opioids and Painkillers | Body Stuff with Dr. Jen Gunter | TED,10/26/22,82567,Oct
445,Amazon’s Commitment to Run on 100-Percent Renewable Energy | Chris Roe | In the Green,10/25/22,45894,Oct
446,"Thoughts on Humanity, Fame and Love @TED #shorts",10/24/22,74520,Oct
447,You Don’t Actually Know What Your Future Self Wants | Shankar Vedantam | TED,10/24/22,1166058,Oct
448,"Lasting Conservation, Led by Indigenous Heritage | Adjany Costa | TED",10/21/22,35411,Oct
449,How Gaming Can Be a Force for Good | Noah Raford | TED,10/20/22,76465,Oct
450,Why Talent Carries You Further Than Fame #shorts,10/19/22,90544,Oct
451,What's a Food Allergy -- and What's Not? | Body Stuff with Dr. Jen Gunter | TED,10/19/22,111496,Oct
452,The Next Wave of Innovation in Freight | Oren Zaslansky | In the Green,10/18/22,54658,Oct
453,The Case for a 4-Day #work Week #shorts,10/17/22,61820,Oct
454,How a “Hi Level” #mindset Helps You Realize Your Potential #ted #tedtalks #shorts,10/14/22,69183,Oct
455,How to Revitalize a Neighborhood -- Without Gentrification | Bree Jones | TED,10/14/22,43825,Oct
456,How AI Could Empower Any Business | Andrew Ng | TED,10/13/22,641219,Oct
457,My Identity Is a Superpower – Not an Obstacle #shorts,10/12/22,73912,Oct
458,"Can Exercise Actually ""Boost"" Your Metabolism? | Body Stuff with Dr. Jen Gunter | TED",10/12/22,223710,Oct
459,Why Having #fun Is the Secret to a Healthier Life #shorts,10/11/22,125971,Oct
460,The Online Community Supporting Queer Africans | Okong'o Kinyanjui | TED,10/11/22,17428,Oct
461,The Benefits of Not Being a Jerk to Yourself | Dan Harris | TED,10/10/22,446128,Oct
462,Work Is Not Your Family | Gloria Chan Packer | TED,10/9/22,183105,Oct
463,Inside the Mind of a #master Procrastinator #ted #tedtalks #shorts,10/7/22,106101,Oct
464,"5 Parenting Tips for Raising Resilient, Self-Reliant Kids | Tameka Montgomery | TED",10/6/22,178545,Oct
465,How To Find Joy in Climate Action #ted #tedtalks #shorts,10/5/22,40956,Oct
466,How Your Sense of Smell Helps You Savor Flavor | Body Stuff with Dr. Jen Gunter | TED,10/5/22,73160,Oct
467,How to Build for Human Life on Mars | Melodie Yashar | TED,10/4/22,69805,Oct
468,The New Reality of Fashion Is Digital #ted #tedtalks #shorts,10/3/22,67126,Oct
469,Is There a Link Between Cancer and Heart Disease? | Nicholas Leeper | TED,10/3/22,61452,Oct
470,You Don't Have to Leave Your Neighborhood to Live in a Better One | Majora Carter | TED,9/30/22,61568,Sep
471,What #wikipedia Teaches us About Balancing Truth and Beliefs #shorts,9/29/22,62772,Sep
472,How to Lead in the New Era of Employee Activism | Megan Reitz | TED,9/29/22,41327,Sep
473,"The Affordable, 3D-Printed Bionics of the Future | Enzo Romero | TED",9/28/22,39144,Sep
474,Your Invitation to Disrupt Philanthropy | Sara Lomelin | TED,9/27/22,37989,Sep
475,"A Giant Jurassic Sea Dragon, Unearthed | Dean R. Lomax | TED",9/26/22,50871,Sep
476,The Enchanting Music of #signlanguage #internationaldayofsignlanguages #ted #tedtalks #shorts,9/23/22,75651,Sep
477,How Dance Can Unleash Your Inner Joy | Ryan Heffington | TED,9/23/22,54418,Sep
478,Dr. Anthony Fauci: Is the pandemic actually over? It's complicated | TED,9/22/22,63831,Sep
479,The Shift We Need to Stop Mass Surveillance | Albert Fox Cahn | TED,9/21/22,40074,Sep
480,The Bias behind Your Undiagnosed Chronic Pain | Sheetal DeCaria | TED,9/20/22,49883,Sep
481,Nuclear Power Is Our Best Hope to Ditch Fossil Fuels | Isabelle Boemeke | TED,9/19/22,138970,Sep
482,The Trick to Regaining Your Childlike Wonder | Zach King | TED,9/16/22,173647,Sep
483,Why the Price of Insulin is a Danger to Diabetics | Brooke Bennett | TED,9/15/22,114129,Sep
484,How Green Hydrogen Could End The Fossil Fuel Era | Vaitea Cowan | TED,9/14/22,166883,Sep
485,Everyone can participate in building the metaverse | Sutu | TED,9/13/22,49686,Sep
486,How to Transform the Chemical Industry -- One Reaction at a Time | Miguel A. Modestino | TED,9/12/22,42109,Sep
487,"The Colorful, Shapeshifting Wonder of the Amazon's Praying Mantises | Leo Lanna and Lvcas Fiat | TED",9/9/22,44912,Sep
488,What if You Could Sing in Your Favorite Musician's Voice? | Holly Herndon | TED,9/8/22,102514,Sep
489,How to Build an Equitable and Just Climate Future | Peggy Shepard | TED,9/7/22,38345,Sep
490,The Most Powerful Yet Overlooked Resource in Schools | Heejae Lim | TED,9/6/22,67775,Sep
491,What Capitalism Gets Right – and Governments Get Wrong | Katherine Mangu-Ward | TED,9/5/22,83217,Sep
492,My 105 Days in Taliban Prison -- and a Call to Aid Afghanistan | Safi Rauf | TED,9/2/22,61039,Sep
493,Is Humanity Smart Enough to Survive Itself? | Jeanette Winterson | TED,9/1/22,68660,Sep
494,The US Can Move past Immigration Prisons – and towards Justice | César Cuauhtémoc García Hernández,8/31/22,28173,Aug
495,How to Stop the Metaverse from Becoming the Internet's Bad Sequel | Micaela Mantegna | TED,8/30/22,67476,Aug
496,How We're Reverse Engineering the Human Brain in the Lab | Sergiu P. Pasca | TED,8/29/22,130282,Aug
497,"""Once There Was III"" -- A Mesmerizing Blend of Dance, Animation and Tech | Nina McNeely | TED",8/26/22,37458,Aug
498,The Problem with Plastics | Patricia Villarrubia-Gómez | TED,8/25/22,65896,Aug
499,How Schools Can Nurture Every Student's Genius | Trish Millines Dziko | TED,8/24/22,70260,Aug
500,Intelligent Floating Machines Inspired by Nature | Anicka Yi | TED,8/23/22,55874,Aug
501,How to Write Less but Say More | Jim VandeHei | TED,8/22/22,117812,Aug
502,The Blind Spots of the Green Energy Transition | Olivia Lazard | TED,8/19/22,248476,Aug
503,"""The Woman in the Arena"" | Gina Chavez | TED",8/19/22,24205,Aug
504,The Humans at the Center of the US Immigration Debate | Ali Noorani | TED,8/18/22,31332,Aug
505,A Photographic Journey through the Taliban's Takeover of Afghanistan | Kiana Hayeri | TED,8/17/22,41057,Aug
506,The Hidden Wonders of Soil | Jane Zelikova | TED,8/16/22,60203,Aug
507,"The Profound Power of Gratitude and ""Living Eulogies"" | Andrea Driessen | TED",8/15/22,60082,Aug
508,Chanda Prescod-Weinstein Connects History to the Stars | The TED Interview,8/11/22,31623,Aug
509,Yuval Noah Harari Reveals the Real Dangers Ahead | The TED Interview,8/9/22,423881,Aug
510,Anxious? Blame the Winds! | Far Flung with Saleem Reshamwala | TED Audio Collective,8/4/22,51053,Aug
511,The Secret Somali Mixtapes | Far Flung with Saleem Reshamwala | TED Audio Collective,8/2/22,38101,Aug
512,Where on Earth Will People Live in the Future? | Parag Khanna | TED,7/29/22,74714,Jul
513,Could a DAO Build the Next Great City? | Scott Fitsimones | TED,7/28/22,73822,Jul
514,The Future of Fashion – Made from Mushrooms | Dan Widmaier | TED,7/27/22,93479,Jul
515,A New Understanding of Human History and the Roots of Inequality | David Wengrow | TED,7/26/22,274513,Jul
516,The Eco-Creators Helping the Climate Through Social Media | Zahra Biabani | TED,7/25/22,48860,Jul
517,"How Hip-Hop Can Make Climate Action Cool | Samir Ibrahim, MyVerse and Kristen Warren | TED",7/22/22,32850,Jul
518,Why Having Fun Is the Secret to a Healthier Life | Catherine Price | TED,7/21/22,1642337,Jul
519,The Mission to Safeguard Black History in the US | Julieanna L. Richardson | TED,7/20/22,28811,Jul
520,Stories of Photographing Monumental People (from Michelle Obama to Stephen Hawking) | Platon | TED,7/19/22,40319,Jul
521,A 3-Part Plan to Take On Extreme Heat Waves | Eleni Myrivili | TED,7/18/22,64481,Jul
522,Africa's Great Carbon Valley -- and How to End Energy Poverty | James Irungu Mwangi | TED,7/15/22,52870,Jul
523,What Happens to People's Donated Eggs and Sperm After They Die? | Ellen Trachman | TED,7/14/22,64371,Jul
524,How We Could Solve the Dark Matter Mystery | Chanda Prescod-Weinstein | TED,7/13/22,81210,Jul
525,5 Ethical Principles for Digitizing Humanitarian Aid | Aarathi Krishnan | TED,7/12/22,34395,Jul
526,A Sci-Fi Story of Earth's Renewal | Vandana Singh | TED,7/11/22,39179,Jul
527,The Brain Science (and Benefits) of ASMR | Craig Richard | TED,7/8/22,109407,Jul
528,How Ethics Can Help You Make Better Decisions | Michael Schur | TED,7/7/22,231766,Jul
529,The Case for Radically Human Buildings | Thomas Heatherwick | TED,7/6/22,254720,Jul
530,How to Alter the Perception of Mental Health Care in Russia | Olga Kitaina | TED,7/5/22,52754,Jul
531,An Interdimensional Performance of Imagination | Particle Ink | TED,7/4/22,42439,Jul
532,How Data-Driven Journalism Illuminates Patterns of Injustice | Alison Killing | TED,7/1/22,58747,Jul
533,The Secret to Mastering Life's Biggest Transitions | Bruce Feiler | TED,6/30/22,171398,Jun
534,The Mindset Shift Needed to Tackle Big Global Challenges | Bernhard Kowatsch | TED,6/29/22,50272,Jun
535,What Wikipedia Teaches Us About Balancing Truth and Beliefs | Katherine Maher | TED,6/28/22,119568,Jun
536,JR: Can Art Change the World? | TED,6/27/22,74635,Jun
537,SpaceX's Supersized Starship Rocket and the Future of Galactic Exploration | Jennifer Heldmann | TED,6/24/22,424601,Jun
538,Why Bittersweet Emotions Underscore Life's Beauty | Susan Cain | TED,6/23/22,45563,Jun
539,The Relationship Between Sex and Imagination | Gina Gutierrez | TED,6/22/22,164250,Jun
540,How to Find Joy in Climate Action | Ayana Elizabeth Johnson | TED,6/21/22,59031,Jun
541,How Great Leaders Innovate Responsibly | Ken Chenault | TED,6/20/22,62034,Jun
542,"A Second Chance for Fathers to Connect with Their Kids | Charles C. Daniels, Jr. | TED",6/19/22,52576,Jun
